Crop,Soil_Type,Crop_Growth_Stage,Irrigation_Method,Water_Availability,Soil_Moisture_pct,Temperature_C,Relative_Humidity_pct,Rainfall_24h_mm,Rainfall_7d_mm,ETo_mm_day,Land_Area_ha,Irrigation_Need,Irrigation_Amount_mm_day,Crop_ID,Data_Type
Maize,Sandy Loam,Vegetative,Rainfed,Medium,55.55,26.21,71.66,1.14,38.69,5.45,1.88,High,8.22,MAIZE,Synthetic
Rice,Clay,Flowering,Sprinkler,Low,46.09,28.94,43.47,8.02,16.55,6.17,0.33,High,10.36,RICE,Synthetic
Potato,Loamy,Grain Filling,Sprinkler,High,23.5,23.47,83.45,22.26,164.03,4.96,11.3,High,8.14,POTATO,Synthetic
Groundnut,Loamy,Vegetative,Sprinkler,Medium,20.15,35.91,35.55,13.41,14.31,6.72,0.3,High,9.24,GROUNDNUT,Synthetic
Soybean,Loamy,Maturity,Rainfed,Medium,18.85,27.65,69.7,4.85,20.47,4.86,6.55,Low,5.6,SOYBEAN,Synthetic
Wheat,Loamy,Seedling,Sprinkler,Low,14.95,39.07,58.58,0.21,81.59,2.41,0.22,Medium,6.45,WHEAT,Synthetic
Wheat,Sandy,Flowering,Rainfed,High,12.68,31.75,83.27,21.67,92.19,2.09,1.02,Low,4.67,WHEAT,Synthetic
Banana,Loamy,Flowering,Drip,High,25.7,34.03,72.97,0.23,42.56,3.52,2.32,Medium,6.99,BANANA,Synthetic
Cotton,Sandy Loam,Seedling,Flood,High,63.04,41.97,45.56,3.31,89.71,2.83,4.77,Low,2.45,COTTON,Synthetic
Tomato,Loamy,Vegetative,Drip,Low,17.56,37.1,86.81,8.65,80.56,5.26,2.56,High,9.49,TOMATO,Synthetic
Potato,Sandy,Grain Filling,Sprinkler,Medium,52.16,21.93,35.8,12.26,71.74,6.87,3.47,Medium,7.85,POTATO,Synthetic
Cotton,Sandy Loam,Grain Filling,Sprinkler,Medium,42.52,36.17,71.11,24.49,16.72,7.9,18.47,High,11.68,COTTON,Synthetic
Cotton,Loamy,Seedling,Flood,High,37.02,21.08,51.64,0.79,33.63,3.11,0.79,Low,1.68,COTTON,Synthetic
Soybean,Loamy,Grain Filling,Flood,Medium,52.85,29.76,63.33,3.21,29.33,4.09,13.26,Medium,6.39,SOYBEAN,Synthetic
Rice,Sandy,Flowering,Flood,Medium,24.51,21.37,39.02,1.24,16.92,6.15,1.51,High,11.09,RICE,Synthetic
Cotton,Loamy,Flowering,Flood,High,41.1,37.74,78.0,0.49,75.25,4.31,1.58,Medium,7.85,COTTON,Synthetic
Soybean,Loamy,Flowering,Flood,Low,57.45,40.98,79.94,10.17,27.86,3.79,1.07,Medium,6.79,SOYBEAN,Synthetic
Maize,Sandy,Grain Filling,Flood,Low,45.06,24.47,39.22,1.48,26.25,3.99,10.12,Medium,6.53,MAIZE,Synthetic
Cotton,Sandy,Grain Filling,Flood,Medium,64.22,36.41,43.92,1.87,65.68,3.62,0.21,Medium,6.85,COTTON,Synthetic
Cotton,Clay Loam,Vegetative,Rainfed,Low,47.15,31.68,43.53,1.43,53.32,5.22,9.89,High,9.83,COTTON,Synthetic
Banana,Sandy,Vegetative,Drip,Medium,60.19,29.79,68.75,6.23,30.49,6.08,0.22,High,7.75,BANANA,Synthetic
Potato,Loamy,Vegetative,Rainfed,Low,49.94,32.8,78.31,14.78,101.16,4.69,0.54,Medium,7.22,POTATO,Synthetic
Wheat,Clay Loam,Maturity,Flood,Medium,54.72,29.09,80.31,52.65,81.39,3.39,13.38,Low,2.65,WHEAT,Synthetic
Maize,Clay,Vegetative,Rainfed,Low,15.71,29.93,48.89,0.7,61.28,3.96,2.05,High,8.46,MAIZE,Synthetic
Rice,Loamy,Flowering,Flood,Medium,60.36,26.11,55.83,13.51,60.14,5.97,14.34,Medium,8.09,RICE,Synthetic
Soybean,Sandy Loam,Vegetative,Sprinkler,High,58.07,31.09,37.92,4.13,56.57,2.47,5.81,Low,4.11,SOYBEAN,Synthetic
Tomato,Sandy,Flowering,Flood,Low,48.8,18.68,72.53,1.76,112.43,2.62,2.34,Low,3.43,TOMATO,Synthetic
Banana,Clay Loam,Vegetative,Sprinkler,Low,33.43,29.01,76.61,8.78,24.65,6.48,2.69,High,12.0,BANANA,Synthetic
Banana,Sandy,Vegetative,Flood,Medium,45.7,41.41,58.95,9.05,64.74,7.1,1.42,High,10.49,BANANA,Synthetic
Cotton,Clay Loam,Flowering,Flood,Medium,36.32,31.53,66.88,14.27,46.19,3.11,0.24,Low,5.27,COTTON,Synthetic
Soybean,Clay Loam,Vegetative,Drip,High,42.21,40.46,43.19,4.74,43.17,7.25,3.9,Medium,7.88,SOYBEAN,Synthetic
Tomato,Loamy,Flowering,Flood,Low,23.12,22.09,37.13,10.29,21.45,2.49,4.09,Medium,7.6,TOMATO,Synthetic
Soybean,Clay Loam,Grain Filling,Flood,Medium,14.11,18.84,45.31,4.44,51.84,2.12,19.23,Low,3.58,SOYBEAN,Synthetic
Wheat,Sandy,Vegetative,Flood,Medium,24.26,26.7,80.41,12.16,95.74,6.96,0.84,Medium,6.95,WHEAT,Synthetic
Soybean,Sandy Loam,Maturity,Flood,Medium,19.74,29.62,70.32,20.41,73.72,5.71,0.56,Medium,6.97,SOYBEAN,Synthetic
Maize,Sandy,Maturity,Drip,Low,50.45,33.47,82.06,16.15,60.27,4.56,0.87,Medium,6.37,MAIZE,Synthetic
Maize,Sandy Loam,Maturity,Drip,High,40.69,18.23,82.42,6.79,33.75,4.46,1.59,Low,4.73,MAIZE,Synthetic
Maize,Sandy Loam,Flowering,Rainfed,Medium,59.18,31.75,53.09,60.34,98.92,4.87,19.58,Low,6.0,MAIZE,Synthetic
Potato,Sandy Loam,Flowering,Drip,Low,26.91,39.11,34.61,15.27,55.89,7.91,12.7,High,12.0,POTATO,Synthetic
Groundnut,Loamy,Grain Filling,Flood,Medium,42.53,28.13,54.54,1.13,41.62,3.35,9.24,Low,4.01,GROUNDNUT,Synthetic
Wheat,Clay,Seedling,Drip,Medium,12.01,40.98,41.14,18.59,87.43,5.16,0.52,High,8.12,WHEAT,Synthetic
Banana,Clay Loam,Vegetative,Drip,Low,33.37,35.65,72.01,12.96,35.7,6.47,0.76,High,12.0,BANANA,Synthetic
Tomato,Clay Loam,Vegetative,Flood,Low,40.86,30.33,50.15,5.86,144.99,2.41,19.33,Low,2.33,TOMATO,Synthetic
Soybean,Clay,Grain Filling,Flood,Low,44.07,28.92,55.17,1.49,146.04,6.35,0.21,High,10.15,SOYBEAN,Synthetic
Rice,Clay Loam,Vegetative,Drip,Low,17.93,30.49,38.4,9.02,23.24,7.25,0.25,High,12.0,RICE,Synthetic
Rice,Sandy Loam,Seedling,Drip,High,39.13,20.3,38.54,2.4,32.19,6.04,0.82,Low,4.43,RICE,Synthetic
Tomato,Loamy,Maturity,Flood,Medium,20.52,31.38,75.17,7.09,82.22,7.31,3.85,Medium,7.82,TOMATO,Synthetic
Tomato,Sandy Loam,Grain Filling,Drip,High,24.67,41.03,73.91,8.7,73.84,2.68,3.81,Medium,6.12,TOMATO,Synthetic
Soybean,Clay,Flowering,Flood,Low,68.17,22.99,51.67,3.65,84.18,5.98,14.24,Medium,7.85,SOYBEAN,Synthetic
Soybean,Loamy,Seedling,Flood,Low,36.09,28.98,62.03,14.27,36.38,6.97,0.36,High,8.27,SOYBEAN,Synthetic
Sugarcane,Clay Loam,Flowering,Drip,Low,43.99,33.22,45.86,44.52,145.54,5.98,1.1,High,12.0,SUGARCANE,Synthetic
Soybean,Loamy,Flowering,Sprinkler,Medium,45.99,31.8,61.75,26.63,77.1,7.72,0.34,High,12.0,SOYBEAN,Synthetic
Sugarcane,Clay,Seedling,Flood,Low,43.01,29.86,43.19,11.91,46.74,3.72,4.53,Low,4.0,SUGARCANE,Synthetic
Groundnut,Sandy,Vegetative,Flood,Low,70.82,33.35,36.74,15.43,124.11,5.59,12.45,Medium,8.01,GROUNDNUT,Synthetic
Potato,Loamy,Grain Filling,Flood,Medium,40.16,39.55,68.48,3.29,100.04,5.23,5.59,High,8.29,POTATO,Synthetic
Potato,Clay,Maturity,Sprinkler,High,35.26,27.08,49.92,7.9,11.6,4.59,0.38,Medium,5.39,POTATO,Synthetic
Wheat,Loamy,Vegetative,Sprinkler,Medium,29.5,40.91,72.22,2.47,59.13,7.31,2.1,Medium,8.27,WHEAT,Synthetic
Wheat,Sandy Loam,Grain Filling,Flood,High,35.24,21.52,42.37,10.23,19.26,6.1,7.12,Medium,7.74,WHEAT,Synthetic
Cotton,Clay Loam,Flowering,Rainfed,Low,61.01,35.42,75.49,3.63,46.3,2.59,1.25,Medium,6.85,COTTON,Synthetic
Sugarcane,Loamy,Vegetative,Flood,High,24.36,29.71,83.62,9.0,27.71,4.56,0.4,Medium,6.31,SUGARCANE,Synthetic
Cotton,Clay Loam,Maturity,Sprinkler,High,13.55,25.08,46.06,11.75,54.75,7.59,0.42,High,8.11,COTTON,Synthetic
Sugarcane,Loamy,Flowering,Rainfed,Medium,59.07,39.34,57.96,5.9,142.15,3.29,0.23,Medium,6.41,SUGARCANE,Synthetic
Cotton,Loamy,Flowering,Rainfed,High,12.35,26.51,73.83,2.84,112.4,6.87,3.47,High,9.98,COTTON,Synthetic
Groundnut,Loamy,Flowering,Drip,Medium,58.91,28.62,52.25,4.79,40.36,4.25,0.31,Medium,7.38,GROUNDNUT,Synthetic
Sugarcane,Sandy,Vegetative,Rainfed,Low,29.72,32.96,86.53,12.91,70.09,5.28,0.26,High,8.71,SUGARCANE,Synthetic
Cotton,Clay Loam,Seedling,Rainfed,High,39.37,40.56,67.56,4.5,139.47,7.04,0.54,High,8.45,COTTON,Synthetic
Potato,Sandy Loam,Vegetative,Drip,Low,50.27,29.23,51.54,4.44,14.98,4.95,12.04,High,8.12,POTATO,Synthetic
Rice,Sandy,Maturity,Drip,Low,21.15,35.52,57.22,18.03,18.12,5.48,0.51,High,9.22,RICE,Synthetic
Groundnut,Loamy,Grain Filling,Drip,Medium,57.09,28.91,89.91,29.74,63.82,7.13,0.85,High,7.76,GROUNDNUT,Synthetic
Maize,Loamy,Seedling,Rainfed,Low,44.45,33.56,57.1,15.15,22.11,5.94,5.3,Medium,6.75,MAIZE,Synthetic
Tomato,Clay Loam,Flowering,Flood,Medium,32.87,24.61,64.52,30.2,159.97,4.58,13.86,Medium,6.5,TOMATO,Synthetic
Rice,Clay,Flowering,Sprinkler,Low,18.43,36.61,41.43,2.86,97.52,3.79,2.27,High,9.73,RICE,Synthetic
Cotton,Clay,Vegetative,Flood,Medium,25.09,36.01,71.16,4.49,92.81,2.64,0.61,Low,4.61,COTTON,Synthetic
Soybean,Loamy,Maturity,Flood,High,71.67,22.32,49.45,10.58,131.6,5.77,0.29,Low,4.76,SOYBEAN,Synthetic
Soybean,Sandy Loam,Flowering,Rainfed,Low,37.57,23.04,88.26,3.77,21.43,5.87,11.38,High,10.12,SOYBEAN,Synthetic
Groundnut,Loamy,Grain Filling,Drip,Low,46.68,20.07,86.98,18.95,53.38,6.89,8.13,High,9.55,GROUNDNUT,Synthetic
Groundnut,Sandy Loam,Maturity,Flood,Medium,49.37,25.17,78.76,12.19,20.31,2.69,12.67,Low,1.95,GROUNDNUT,Synthetic
Cotton,Clay,Maturity,Sprinkler,Medium,49.12,35.29,48.98,2.07,48.98,2.7,9.0,Low,4.02,COTTON,Synthetic
Soybean,Sandy,Vegetative,Sprinkler,Low,56.39,35.72,53.45,4.49,87.92,7.07,0.46,High,9.95,SOYBEAN,Synthetic
Maize,Loamy,Flowering,Sprinkler,High,58.31,20.12,63.06,13.25,36.36,5.14,3.86,High,8.19,MAIZE,Synthetic
Cotton,Sandy,Flowering,Rainfed,Low,51.75,31.25,50.89,20.47,104.37,5.65,6.98,High,8.92,COTTON,Synthetic
Groundnut,Sandy,Maturity,Flood,High,23.77,41.81,73.39,4.12,49.71,3.69,15.59,Low,4.91,GROUNDNUT,Synthetic
Banana,Sandy,Flowering,Rainfed,High,54.19,37.72,57.53,8.27,19.22,5.58,0.58,Medium,6.16,BANANA,Synthetic
Sugarcane,Sandy,Flowering,Sprinkler,Medium,23.97,20.47,79.42,17.78,51.07,6.4,0.36,High,10.25,SUGARCANE,Synthetic
Sugarcane,Loamy,Vegetative,Flood,High,50.76,34.56,64.41,2.29,211.27,3.16,6.03,Low,3.42,SUGARCANE,Synthetic
Wheat,Loamy,Vegetative,Flood,High,17.15,27.71,38.02,13.27,16.27,4.25,19.97,High,7.9,WHEAT,Synthetic
Soybean,Clay,Vegetative,Sprinkler,Medium,40.74,38.01,84.57,2.24,16.53,7.87,5.0,High,11.12,SOYBEAN,Synthetic
Maize,Clay,Flowering,Sprinkler,Medium,39.71,25.29,81.23,2.5,45.28,4.52,18.97,Medium,7.09,MAIZE,Synthetic
Soybean,Loamy,Vegetative,Flood,Medium,59.92,20.6,57.7,0.72,12.38,5.72,3.74,Medium,8.05,SOYBEAN,Synthetic
Maize,Loamy,Grain Filling,Flood,High,30.53,24.79,64.93,6.32,85.49,4.53,0.2,Low,4.74,MAIZE,Synthetic
Banana,Clay Loam,Seedling,Drip,Low,43.56,19.96,51.28,18.05,86.96,3.55,8.65,Low,4.76,BANANA,Synthetic
Cotton,Sandy,Flowering,Flood,Medium,37.83,40.74,50.0,18.78,82.51,2.9,0.55,Medium,6.59,COTTON,Synthetic
Wheat,Clay,Seedling,Flood,Medium,71.38,40.26,88.44,8.24,64.21,5.71,4.03,Low,3.71,WHEAT,Synthetic
Cotton,Sandy,Seedling,Drip,High,61.07,39.66,72.78,9.19,54.07,4.33,1.39,Medium,5.38,COTTON,Synthetic
Sugarcane,Loamy,Flowering,Flood,Medium,65.95,24.75,48.89,2.78,15.55,6.08,2.19,High,10.71,SUGARCANE,Synthetic
Sugarcane,Sandy Loam,Flowering,Drip,Medium,18.02,29.41,52.18,2.15,79.15,7.3,1.51,High,12.0,SUGARCANE,Synthetic
Potato,Sandy Loam,Flowering,Drip,Medium,54.01,20.46,70.98,2.58,80.27,3.74,1.26,Medium,5.96,POTATO,Synthetic
Banana,Loamy,Flowering,Drip,High,49.07,23.39,40.13,6.66,71.79,3.96,5.06,Medium,5.45,BANANA,Synthetic
Wheat,Sandy Loam,Vegetative,Flood,Low,43.88,41.18,62.73,21.32,63.49,2.5,7.29,Low,4.45,WHEAT,Synthetic
Wheat,Loamy,Seedling,Flood,Medium,64.34,25.24,43.6,8.43,16.19,7.2,4.87,Low,4.52,WHEAT,Synthetic
Banana,Clay Loam,Seedling,Rainfed,Medium,63.96,28.85,51.33,2.78,73.0,5.84,12.22,Medium,6.41,BANANA,Synthetic
Tomato,Loamy,Flowering,Drip,Medium,53.43,28.7,75.89,15.0,112.43,3.35,4.12,Low,3.89,TOMATO,Synthetic
Maize,Loamy,Flowering,Drip,Medium,50.42,23.28,70.23,3.97,52.03,2.27,1.1,Low,4.18,MAIZE,Synthetic
Maize,Sandy,Flowering,Flood,Low,21.27,23.96,34.24,7.98,101.36,7.34,0.56,High,12.0,MAIZE,Synthetic
Banana,Clay,Vegetative,Drip,Medium,18.79,34.74,78.27,6.03,107.55,6.32,14.6,High,10.35,BANANA,Synthetic
Groundnut,Clay Loam,Grain Filling,Flood,Medium,55.07,39.24,44.46,1.0,54.82,3.88,2.23,Low,4.84,GROUNDNUT,Synthetic
Tomato,Sandy,Flowering,Drip,Medium,19.39,22.42,64.98,7.84,112.11,4.85,16.3,High,8.18,TOMATO,Synthetic
Potato,Clay Loam,Grain Filling,Sprinkler,High,65.42,21.3,52.45,23.66,34.92,7.06,6.11,Medium,6.57,POTATO,Synthetic
Banana,Clay Loam,Vegetative,Sprinkler,Medium,47.2,27.47,85.47,18.59,20.81,2.42,0.54,Low,2.74,BANANA,Synthetic
Tomato,Clay Loam,Maturity,Drip,Medium,51.95,28.45,78.76,16.5,117.92,2.36,4.98,Low,1.94,TOMATO,Synthetic
Cotton,Clay Loam,Vegetative,Rainfed,Medium,30.41,29.83,65.94,1.89,14.62,2.04,0.26,Low,5.01,COTTON,Synthetic
Maize,Clay,Flowering,Flood,High,30.57,27.0,42.43,9.22,33.07,2.57,5.82,Low,2.82,MAIZE,Synthetic
Sugarcane,Sandy,Grain Filling,Drip,Medium,60.17,30.39,48.62,14.36,38.27,2.5,2.21,Low,3.8,SUGARCANE,Synthetic
Rice,Loamy,Grain Filling,Sprinkler,High,70.1,39.2,36.04,8.76,165.36,4.85,1.82,Medium,6.94,RICE,Synthetic
Potato,Clay,Flowering,Flood,High,35.22,39.97,70.4,8.13,96.49,6.36,0.67,High,8.75,POTATO,Synthetic
Sugarcane,Loamy,Grain Filling,Flood,Medium,63.7,29.35,88.36,17.98,14.19,3.96,2.44,Medium,8.19,SUGARCANE,Synthetic
Potato,Clay Loam,Grain Filling,Sprinkler,Low,66.33,38.3,49.92,6.89,37.3,4.93,3.83,Medium,6.9,POTATO,Synthetic
Rice,Sandy Loam,Grain Filling,Flood,Medium,20.04,31.87,54.03,9.21,65.66,2.84,0.47,Low,4.93,RICE,Synthetic
Cotton,Sandy Loam,Grain Filling,Sprinkler,High,48.74,25.34,50.76,5.29,195.31,3.46,10.52,Low,3.84,COTTON,Synthetic
Sugarcane,Clay,Grain Filling,Drip,Medium,32.9,31.82,45.14,10.61,141.02,6.31,18.82,High,11.61,SUGARCANE,Synthetic
Wheat,Sandy Loam,Maturity,Drip,Medium,13.86,40.75,52.87,9.7,14.58,2.92,2.71,Low,3.83,WHEAT,Synthetic
Tomato,Sandy Loam,Seedling,Sprinkler,Low,56.52,31.33,74.05,9.75,47.97,7.25,1.5,Medium,7.33,TOMATO,Synthetic
Banana,Clay,Maturity,Drip,High,48.05,36.99,33.72,0.54,30.64,6.5,0.21,Medium,6.71,BANANA,Synthetic
Rice,Clay,Flowering,Flood,Low,68.41,20.98,39.36,4.09,43.71,5.82,0.35,High,11.36,RICE,Synthetic
Banana,Sandy Loam,Flowering,Rainfed,Medium,21.8,38.53,61.5,32.12,45.14,3.28,0.36,High,8.53,BANANA,Synthetic
Rice,Clay,Vegetative,Sprinkler,Medium,69.82,38.66,62.58,9.78,30.12,6.73,0.64,High,10.59,RICE,Synthetic
Banana,Sandy Loam,Flowering,Flood,Medium,46.26,40.95,78.76,20.79,49.16,4.7,4.88,High,10.21,BANANA,Synthetic
Potato,Clay Loam,Vegetative,Flood,Low,66.56,26.54,84.98,4.5,64.39,6.69,4.71,High,8.83,POTATO,Synthetic
Groundnut,Sandy,Flowering,Sprinkler,Medium,15.64,30.66,60.47,17.25,87.35,6.72,1.52,High,9.54,GROUNDNUT,Synthetic
Wheat,Sandy Loam,Vegetative,Flood,Medium,51.33,19.84,87.2,14.98,58.18,4.91,0.9,Low,4.34,WHEAT,Synthetic
Wheat,Clay Loam,Grain Filling,Drip,High,49.73,36.12,68.06,9.7,122.48,2.05,0.25,Low,3.35,WHEAT,Synthetic
Wheat,Loamy,Grain Filling,Drip,High,34.14,27.36,67.78,29.18,25.71,2.45,1.38,Low,1.77,WHEAT,Synthetic
Soybean,Sandy Loam,Vegetative,Flood,Low,45.61,41.43,62.22,13.66,34.44,3.5,9.73,Medium,7.01,SOYBEAN,Synthetic
Maize,Clay Loam,Flowering,Drip,Low,50.14,39.85,88.62,19.54,19.99,7.46,0.32,High,11.82,MAIZE,Synthetic
Wheat,Loamy,Grain Filling,Sprinkler,Low,21.58,41.84,32.06,22.77,143.99,3.34,6.55,Medium,7.16,WHEAT,Synthetic
Rice,Clay Loam,Vegetative,Flood,Medium,63.95,33.97,75.38,0.89,92.97,2.81,0.31,Low,2.95,RICE,Synthetic
Cotton,Loamy,Flowering,Sprinkler,Medium,42.3,36.05,37.86,39.76,123.85,7.92,9.86,High,11.76,COTTON,Synthetic
Potato,Sandy Loam,Vegetative,Drip,Medium,33.96,28.28,78.15,1.61,13.78,4.02,1.12,Medium,5.75,POTATO,Synthetic
Banana,Loamy,Flowering,Flood,Low,61.99,31.69,32.51,1.58,69.7,7.98,18.13,High,12.0,BANANA,Synthetic
Tomato,Sandy,Grain Filling,Rainfed,High,64.13,27.14,39.72,7.66,30.68,7.88,18.78,High,9.37,TOMATO,Synthetic
Sugarcane,Sandy Loam,Flowering,Rainfed,Medium,40.88,29.71,72.44,15.51,49.63,5.22,8.16,Medium,7.44,SUGARCANE,Synthetic
Cotton,Loamy,Maturity,Rainfed,Low,53.97,24.55,50.24,1.94,88.77,7.69,9.77,High,11.16,COTTON,Synthetic
Potato,Sandy Loam,Maturity,Flood,Medium,31.52,35.66,45.51,18.39,12.78,2.77,5.79,Low,4.49,POTATO,Synthetic
Wheat,Sandy Loam,Grain Filling,Drip,Low,50.39,29.08,65.6,16.16,41.62,2.42,1.0,Low,3.18,WHEAT,Synthetic
Banana,Clay Loam,Flowering,Rainfed,High,24.16,27.02,33.26,1.98,142.24,3.03,0.45,Low,4.98,BANANA,Synthetic
Rice,Clay Loam,Grain Filling,Flood,High,50.13,40.27,55.54,0.99,61.51,5.0,0.96,Medium,7.12,RICE,Synthetic
Maize,Sandy,Grain Filling,Rainfed,Low,33.03,19.9,87.97,3.04,136.62,7.45,17.55,High,12.0,MAIZE,Synthetic
Tomato,Clay Loam,Flowering,Drip,Medium,50.16,27.99,71.26,7.35,58.91,6.47,12.7,High,9.2,TOMATO,Synthetic
Potato,Clay,Maturity,Flood,Low,33.51,18.72,74.39,2.73,178.99,2.29,3.24,Low,3.13,POTATO,Synthetic
Maize,Clay,Seedling,Flood,Low,25.38,26.03,73.88,4.74,27.57,7.22,7.94,Medium,8.35,MAIZE,Synthetic
Potato,Sandy,Maturity,Sprinkler,Medium,17.34,35.66,54.73,8.34,61.96,4.18,11.21,Medium,5.56,POTATO,Synthetic
Groundnut,Loamy,Maturity,Drip,Low,69.28,32.54,73.0,7.23,25.42,7.69,6.94,High,8.18,GROUNDNUT,Synthetic
Potato,Clay,Flowering,Drip,High,65.46,28.51,52.07,16.23,27.02,3.22,9.52,Low,3.76,POTATO,Synthetic
Groundnut,Clay Loam,Maturity,Flood,Medium,55.16,33.45,56.98,29.87,176.0,2.49,4.26,Low,2.72,GROUNDNUT,Synthetic
Groundnut,Sandy,Vegetative,Flood,Medium,37.38,35.78,63.95,8.68,87.13,3.9,0.39,Medium,6.21,GROUNDNUT,Synthetic
Sugarcane,Clay Loam,Vegetative,Sprinkler,High,46.75,27.31,32.8,3.3,147.99,3.42,0.32,Low,5.33,SUGARCANE,Synthetic
Wheat,Clay Loam,Vegetative,Rainfed,Low,38.16,24.08,83.06,9.99,103.15,4.89,18.39,Medium,7.65,WHEAT,Synthetic
Maize,Clay Loam,Vegetative,Flood,High,67.72,25.12,37.22,5.01,61.85,7.32,0.51,High,9.14,MAIZE,Synthetic
Maize,Loamy,Vegetative,Flood,High,32.81,40.37,72.49,15.25,34.94,7.53,1.86,High,10.18,MAIZE,Synthetic
Groundnut,Clay Loam,Seedling,Sprinkler,Medium,37.71,40.19,58.42,2.63,93.47,5.67,4.5,Low,4.66,GROUNDNUT,Synthetic
Sugarcane,Loamy,Grain Filling,Sprinkler,Medium,54.89,34.76,70.98,8.45,101.83,5.64,2.68,High,10.2,SUGARCANE,Synthetic
Banana,Clay Loam,Vegetative,Rainfed,Medium,29.74,23.61,89.21,10.34,26.42,5.16,12.02,Medium,7.05,BANANA,Synthetic
Banana,Sandy Loam,Flowering,Rainfed,Medium,63.13,28.48,88.49,2.65,53.1,7.64,4.15,High,11.83,BANANA,Synthetic
Maize,Sandy Loam,Grain Filling,Flood,Low,25.55,21.72,55.02,8.26,19.19,2.67,1.68,Medium,6.3,MAIZE,Synthetic
Sugarcane,Clay Loam,Grain Filling,Sprinkler,Medium,55.42,32.63,32.36,10.7,114.72,4.62,1.33,High,8.94,SUGARCANE,Synthetic
Sugarcane,Sandy Loam,Maturity,Flood,Medium,44.31,19.7,61.46,9.1,106.06,3.28,0.25,Low,1.66,SUGARCANE,Synthetic
Banana,Sandy,Grain Filling,Flood,Medium,41.05,20.64,73.42,18.7,34.02,4.66,0.33,Medium,7.58,BANANA,Synthetic
Potato,Clay Loam,Flowering,Sprinkler,High,56.08,31.2,89.65,12.45,67.86,5.86,0.2,Medium,5.7,POTATO,Synthetic
Soybean,Clay Loam,Vegetative,Sprinkler,Low,67.76,23.0,37.59,6.9,46.09,3.55,4.07,Low,4.67,SOYBEAN,Synthetic
Maize,Clay Loam,Seedling,Rainfed,Medium,39.85,19.38,66.16,12.86,112.36,7.96,0.96,High,8.82,MAIZE,Synthetic
Sugarcane,Sandy Loam,Grain Filling,Rainfed,Medium,27.3,22.16,73.03,0.95,55.66,6.18,0.28,High,10.61,SUGARCANE,Synthetic
Rice,Loamy,Maturity,Drip,Medium,25.25,24.74,61.83,17.64,159.94,7.43,3.96,High,8.38,RICE,Synthetic
Potato,Sandy,Flowering,Flood,Medium,14.19,37.95,63.88,12.19,49.53,2.78,2.98,Medium,5.83,POTATO,Synthetic
Cotton,Loamy,Maturity,Sprinkler,Medium,31.84,20.36,51.66,4.95,20.64,3.1,2.87,Low,3.65,COTTON,Synthetic
Groundnut,Loamy,Grain Filling,Sprinkler,Medium,57.12,25.46,42.63,8.83,39.64,3.45,0.21,Low,3.81,GROUNDNUT,Synthetic
Groundnut,Clay Loam,Flowering,Flood,High,57.6,37.07,51.91,1.02,13.98,6.7,0.79,High,9.31,GROUNDNUT,Synthetic
Banana,Clay,Flowering,Sprinkler,High,31.53,36.85,65.82,23.65,54.97,4.3,1.58,Medium,5.79,BANANA,Synthetic
Soybean,Sandy,Seedling,Flood,High,65.9,32.3,79.09,18.33,81.85,5.2,15.7,Low,3.22,SOYBEAN,Synthetic
Groundnut,Clay Loam,Maturity,Sprinkler,Medium,28.78,32.54,32.78,13.92,65.46,7.22,5.7,Medium,7.76,GROUNDNUT,Synthetic
Tomato,Loamy,Vegetative,Sprinkler,Low,30.15,39.15,32.28,8.88,170.96,3.15,1.93,Low,6.09,TOMATO,Synthetic
Maize,Loamy,Seedling,Rainfed,High,58.22,20.09,51.3,6.39,59.88,7.66,9.82,Medium,6.15,MAIZE,Synthetic
Groundnut,Loamy,Grain Filling,Flood,High,25.52,21.26,54.7,1.79,74.69,6.72,0.42,High,8.38,GROUNDNUT,Synthetic
Cotton,Clay Loam,Vegetative,Flood,Medium,58.08,35.61,58.36,16.44,96.47,6.91,3.34,High,9.72,COTTON,Synthetic
Tomato,Loamy,Maturity,Flood,Low,54.81,29.65,73.21,9.28,14.88,7.01,0.65,Medium,7.67,TOMATO,Synthetic
Sugarcane,Sandy Loam,Grain Filling,Flood,Low,45.04,24.23,41.64,20.14,5.13,7.41,1.43,High,12.0,SUGARCANE,Synthetic
Groundnut,Loamy,Seedling,Rainfed,Medium,43.22,28.31,42.46,4.19,103.22,3.2,0.93,Low,3.85,GROUNDNUT,Synthetic
Tomato,Clay Loam,Seedling,Flood,Medium,16.84,24.21,64.88,12.62,60.34,2.51,0.25,Low,2.63,TOMATO,Synthetic
Banana,Loamy,Seedling,Flood,Medium,16.04,30.07,62.29,30.73,176.02,6.64,13.94,High,8.69,BANANA,Synthetic
Cotton,Clay Loam,Seedling,Drip,Medium,36.08,21.47,52.79,1.15,97.02,7.49,0.29,Medium,7.69,COTTON,Synthetic
Cotton,Sandy Loam,Maturity,Flood,Low,66.39,23.77,81.74,3.01,60.58,5.87,3.14,Medium,6.37,COTTON,Synthetic
Banana,Clay Loam,Vegetative,Drip,Low,57.13,33.8,74.39,2.03,94.57,2.12,0.46,Low,2.41,BANANA,Synthetic
Maize,Sandy Loam,Flowering,Rainfed,Low,12.33,22.9,46.41,4.45,74.54,7.5,1.49,High,12.0,MAIZE,Synthetic
